decimal_year,model_2020_ppm,model_2010_ppm,model_2000_ppm,model_1990_ppm,model_1980_ppm,model_1970_ppm,model_1960_ppm
1986.166667,346.226977,346.427927,346.358581,346.554606,344.764937,335.997853,303.691325
1986.250000,346.350886,346.551359,346.481681,346.686232,344.882986,336.054264,303.652502
1986.333333,346.474975,346.674953,346.604945,346.818119,345.001227,336.110613,303.613686
1986.416667,346.599245,346.798709,346.728372,346.950266,345.119662,336.166899,303.574878
1986.500000,346.723696,346.922627,346.851963,347.082675,345.238289,336.223121,303.536078
1986.583333,346.848328,347.046706,346.975717,347.215345,345.357110,336.279281,303.497287
1986.666667,346.973141,347.170946,347.099634,347.348278,345.476124,336.335377,303.458503
1986.750000,347.098135,347.295349,347.223715,347.481474,345.595332,336.391410,303.419728
1986.833333,347.223311,347.419912,347.347960,347.614933,345.714733,336.447380,303.380962
1986.916667,347.348668,347.544638,347.472367,347.748656,345.834329,336.503286,303.342205
1987.000000,347.474207,347.669524,347.596938,347.882644,345.954120,336.559127,303.303457
1987.083333,347.599927,347.794572,347.721672,348.016896,346.074105,336.614905,303.264718
1987.166667,347.725829,347.919781,347.846569,348.151414,346.194285,336.670618,303.225989
1987.250000,347.851912,348.045152,347.971630,348.286199,346.314660,336.726267,303.187269
1987.333333,347.978178,348.170684,348.096853,348.421249,346.435230,336.781852,303.148560
1987.416667,348.104624,348.296377,348.222240,348.556567,346.555996,336.837372,303.109860
1987.500000,348.231253,348.422231,348.347790,348.692153,346.676957,336.892827,303.071170
1987.583333,348.358064,348.548246,348.473503,348.828006,346.798115,336.948216,303.032491
1987.666667,348.485056,348.674422,348.599379,348.964128,346.919469,337.003541,302.993822
1987.750000,348.612231,348.800760,348.725418,349.100520,347.041019,337.058800,302.955164
1987.833333,348.739588,348.927258,348.851619,349.237181,347.162767,337.113994,302.916517
1987.916667,348.867127,349.053917,348.977984,349.374113,347.284711,337.169122,302.877881
1988.000000,348.994848,349.180736,349.104511,349.511315,347.406852,337.224185,302.839256
1988.083333,349.122751,349.307717,349.231202,349.648789,347.529191,337.279181,302.800643
1988.166667,349.250837,349.434858,349.358055,349.786534,347.651727,337.334112,302.762041
1988.250000,349.379105,349.562159,349.485071,349.924552,347.774461,337.388976,302.723451
1988.333333,349.507555,349.689622,349.612249,350.062843,347.897394,337.443773,302.684873
1988.416667,349.636188,349.817244,349.739590,350.201407,348.020524,337.498505,302.646307
1988.500000,349.765004,349.945027,349.867094,350.340246,348.143854,337.553169,302.607754
1988.583333,349.894002,350.072971,349.994760,350.479359,348.267382,337.607767,302.569213
1988.666667,350.023183,350.201074,350.122588,350.618747,348.391109,337.662297,302.530685
1988.750000,350.152546,350.329338,350.250580,350.758411,348.515035,337.716761,302.492169
1988.833333,350.282092,350.457762,350.378733,350.898351,348.639161,337.771157,302.453667
1988.916667,350.411821,350.586346,350.507049,351.038568,348.763487,337.825486,302.415178
1989.000000,350.541733,350.715091,350.635527,351.179062,348.888012,337.879748,302.376702
1989.083333,350.671828,350.843995,350.764167,351.319834,349.012738,337.933941,302.338240
1989.166667,350.802106,350.973058,350.892969,351.460884,349.137664,337.988067,302.299792
1989.250000,350.932567,351.102282,351.021933,351.602214,349.262791,338.042125,302.261357
1989.333333,351.063211,351.231665,351.151060,351.743823,349.388118,338.096115,302.222937
1989.416667,351.194037,351.361208,351.280348,351.885712,349.513647,338.150037,302.184531
1989.500000,351.325047,351.490910,351.409798,352.027881,349.639377,338.203890,302.146139
1989.583333,351.456241,351.620772,351.539410,352.170332,349.765309,338.257675,302.107762
1989.666667,351.587617,351.750794,351.669184,352.313064,349.891442,338.311392,302.069400
1989.750000,351.719177,351.880974,351.799120,352.456079,350.017778,338.365039,302.031052
1989.833333,351.850920,352.011314,351.929217,352.599377,350.144315,338.418618,301.992720
1989.916667,351.982846,352.141813,352.059476,352.742957,350.271055,338.472128,301.954404
1990.000000,352.114956,352.272470,352.189896,352.886822,350.397998,338.525568,301.916102
1990.083333,352.247249,352.403287,352.320478,353.030972,350.525144,338.578940,301.877817
1990.166667,352.379726,352.534263,352.451221,353.175406,350.652493,338.632241,301.839547
1990.250000,352.512386,352.665397,352.582125,353.320127,350.780045,338.685474,301.801293
1990.333333,352.645230,352.796691,352.713191,353.465133,350.907801,338.738637,301.763055
1990.416667,352.778257,352.928142,352.844417,353.610426,351.035761,338.791730,301.724834
1990.500000,352.911468,353.059752,352.975805,353.756007,351.163925,338.844753,301.686629
1990.583333,353.044862,353.191521,353.107354,353.901875,351.292293,338.897706,301.648441
1990.666667,353.178441,353.323448,353.239064,354.048032,351.420866,338.950589,301.610270
1990.750000,353.312203,353.455533,353.370934,354.194478,351.549644,339.003402,301.572116
1990.833333,353.446148,353.587776,353.502966,354.341214,351.678626,339.056145,301.533979
1990.916667,353.580278,353.720178,353.635158,354.488240,351.807814,339.108817,301.495859
1991.000000,353.714591,353.852737,353.767510,354.635556,351.937207,339.161419,301.457757
1991.083333,353.849088,353.985454,353.900024,354.783164,352.066806,339.213950,301.419673
1991.166667,353.983769,354.118329,354.032697,354.931064,352.196611,339.266410,301.381606
1991.250000,354.118634,354.251361,354.165531,355.079256,352.326622,339.318799,301.343558
1991.333333,354.253682,354.384551,354.298525,355.227742,352.456839,339.371117,301.305528
1991.416667,354.388915,354.517898,354.431680,355.376521,352.587263,339.423364,301.267516
1991.500000,354.524331,354.651403,354.564994,355.525594,352.717893,339.475540,301.229522
1991.583333,354.659932,354.785064,354.698469,355.674963,352.848731,339.527644,301.191548
1991.666667,354.795717,354.918883,354.832103,355.824626,352.979776,339.579677,301.153592
1991.750000,354.931685,355.052859,354.965898,355.974586,353.111029,339.631639,301.115656
1991.833333,355.067838,355.186991,355.099852,356.124842,353.242489,339.683529,301.077738
1991.916667,355.204174,355.321281,355.233965,356.275395,353.374157,339.735347,301.039840
1992.000000,355.340695,355.455727,355.368239,356.426246,353.506033,339.787093,301.001962
1992.083333,355.477400,355.590329,355.502671,356.577396,353.638118,339.838767,300.964103
1992.166667,355.614289,355.725088,355.637263,356.728844,353.770412,339.890369,300.926264
1992.250000,355.751362,355.860004,355.772015,356.880592,353.902914,339.941899,300.888446
1992.333333,355.888619,355.995075,355.906925,357.032640,354.035625,339.993357,300.850647
1992.416667,356.026061,356.130303,356.041994,357.184989,354.168546,340.044742,300.812869
1992.500000,356.163686,356.265686,356.177223,357.337639,354.301676,340.096055,300.775111
1992.583333,356.301496,356.401225,356.312610,357.490591,354.435016,340.147295,300.737374
1992.666667,356.439490,356.536920,356.448156,357.643845,354.568566,340.198463,300.699658
1992.750000,356.577669,356.672771,356.583861,357.797403,354.702326,340.249557,300.661963
1992.833333,356.716031,356.808776,356.719724,357.951264,354.836297,340.300579,300.624289
1992.916667,356.854578,356.944938,356.855746,358.105429,354.970478,340.351528,300.586636
1993.000000,356.993308,357.081254,356.991926,358.259900,355.104870,340.402404,300.549005
1993.083333,357.132224,357.217726,357.128264,358.414675,355.239473,340.453207,300.511396
1993.166667,357.271323,357.354352,357.264760,358.569757,355.374288,340.503937,300.473808
1993.250000,357.410607,357.491133,357.401415,358.725146,355.509314,340.554593,300.436243
1993.333333,357.550075,357.628069,357.538227,358.880842,355.644552,340.605176,300.398699
1993.416667,357.689727,357.765159,357.675197,359.036846,355.780002,340.655686,300.361178
1993.500000,357.829563,357.902404,357.812325,359.193159,355.915664,340.706122,300.323680
1993.583333,357.969584,358.039803,357.949610,359.349780,356.051539,340.756484,300.286204
1993.666667,358.109789,358.177356,358.087052,359.506711,356.187626,340.806773,300.248750
1993.750000,358.250178,358.315063,358.224652,359.663953,356.323926,340.856988,300.211320
1993.833333,358.390751,358.452924,358.362409,359.821506,356.460440,340.907128,300.173913
1993.916667,358.531509,358.590939,358.500323,359.979370,356.597166,340.957195,300.136529
1994.000000,358.672451,358.729107,358.638394,360.137547,356.734107,341.007188,300.099168
1994.083333,358.813577,358.867429,358.776622,360.296036,356.871261,341.057107,300.061831
1994.166667,358.954888,359.005904,358.915007,360.454839,357.008629,341.106951,300.024518
1994.250000,359.096383,359.144532,359.053548,360.613956,357.146211,341.156722,299.987229
1994.333333,359.238062,359.283313,359.192246,360.773387,357.284008,341.206417,299.949963
1994.416667,359.379925,359.422247,359.331099,360.933134,357.422020,341.256039,299.912722
1994.500000,359.521972,359.561334,359.470109,361.093197,357.560246,341.305586,299.875505
1994.583333,359.664204,359.700573,359.609276,361.253576,357.698688,341.355058,299.838313
1994.666667,359.806620,359.839965,359.748598,361.414273,357.837345,341.404456,299.801145
1994.750000,359.949219,359.979508,359.888075,361.575287,357.976217,341.453779,299.764002
1994.833333,360.092004,360.119204,360.027709,361.736620,358.115305,341.503027,299.726884
1994.916667,360.234972,360.259052,360.167498,361.898272,358.254610,341.552200,299.689791
1995.000000,360.378124,360.399052,360.307442,362.060243,358.394130,341.601298,299.652724
1995.083333,360.521461,360.539203,360.447542,362.222535,358.533867,341.650322,299.615681
1995.166667,360.664981,360.679505,360.587797,362.385148,358.673821,341.699270,299.578665
1995.250000,360.808686,360.819959,360.728206,362.548082,358.813992,341.748143,299.541674
1995.333333,360.952575,360.960564,360.868771,362.711339,358.954380,341.796941,299.504709
1995.416667,361.096648,361.101320,361.009490,362.874919,359.094985,341.845664,299.467769
1995.500000,361.240905,361.242227,361.150364,363.038822,359.235807,341.894311,299.430856
1995.583333,361.385345,361.383285,361.291392,363.203049,359.376848,341.942883,299.393970
1995.666667,361.529970,361.524493,361.432574,363.367601,359.518106,341.991379,299.357109
1995.750000,361.674779,361.665851,361.573911,363.532478,359.659583,342.039800,299.320276
1995.833333,361.819772,361.807359,361.715401,363.697682,359.801278,342.088146,299.283469
1995.916667,361.964948,361.949018,361.857046,363.863212,359.943192,342.136415,299.246689
1996.000000,362.110309,362.090826,361.998843,364.029070,360.085325,342.184609,299.209936
1996.083333,362.255853,362.232784,362.140795,364.195255,360.227676,342.232728,299.173210
1996.166667,362.401581,362.374891,362.282900,364.361770,360.370247,342.280770,299.136511
1996.250000,362.547493,362.517148,362.425158,364.528613,360.513038,342.328737,299.099840
1996.333333,362.693588,362.659553,362.567569,364.695787,360.656048,342.376628,299.063197
1996.416667,362.839868,362.802108,362.710133,364.863291,360.799279,342.424442,299.026581
1996.500000,362.986331,362.944811,362.852849,365.031127,360.942729,342.472181,298.989993
1996.583333,363.132977,363.087663,362.995718,365.199294,361.086400,342.519844,298.953433
1996.666667,363.279808,363.230664,363.138740,365.367794,361.230292,342.567431,298.916901
1996.750000,363.426822,363.373812,363.281914,365.536627,361.374404,342.614941,298.880398
1996.833333,363.574019,363.517109,363.425240,365.705795,361.518738,342.662375,298.843923
1996.916667,363.721400,363.660553,363.568718,365.875296,361.663292,342.709733,298.807477
1997.000000,363.868964,363.804145,363.712347,366.045133,361.808068,342.757015,298.771059
1997.083333,364.016712,363.947885,363.856129,366.215306,361.953066,342.804220,298.734670
1997.166667,364.164643,364.091772,364.000061,366.385816,362.098286,342.851349,298.698311
1997.250000,364.312758,364.235805,364.144145,366.556662,362.243728,342.898402,298.661980
1997.333333,364.461055,364.379986,364.288380,366.727847,362.389392,342.945378,298.625679
1997.416667,364.609536,364.524314,364.432766,366.899370,362.535279,342.992277,298.589407
1997.500000,364.758201,364.668788,364.577303,367.071232,362.681389,343.039100,298.553165
1997.583333,364.907048,364.813408,364.721990,367.243434,362.827722,343.085847,298.516952
1997.666667,365.056078,364.958175,364.866828,367.415977,362.974277,343.132516,298.480769
1997.750000,365.205292,365.103087,365.011816,367.588861,363.121057,343.179110,298.444617
1997.833333,365.354688,365.248145,365.156953,367.762087,363.268060,343.225626,298.408494
1997.916667,365.504268,365.393349,365.302241,367.935656,363.415286,343.272065,298.372401
1998.000000,365.654030,365.538698,365.447679,368.109567,363.562737,343.318428,298.336339
1998.083333,365.803975,365.684192,365.593266,368.283823,363.710412,343.364714,298.300308
1998.166667,365.954103,365.829831,365.739002,368.458423,363.858312,343.410923,298.264307
1998.250000,366.104414,365.975615,365.884887,368.633369,364.006436,343.457055,298.228337
1998.333333,366.254907,366.121543,366.030922,368.808661,364.154785,343.503111,298.192397
1998.416667,366.405583,366.267616,366.177105,368.984299,364.303359,343.549089,298.156489
1998.500000,366.556442,366.413833,366.323437,369.160285,364.452159,343.594990,298.120612
1998.583333,366.707483,366.560193,366.469917,369.336618,364.601184,343.640814,298.084766
1998.666667,366.858706,366.706698,366.616545,369.513301,364.750435,343.686562,298.048952
1998.750000,367.010112,366.853345,366.763321,369.690333,364.899912,343.732232,298.013169
1998.833333,367.161700,367.000136,366.910246,369.867715,365.049615,343.777825,297.977418
1998.916667,367.313470,367.147070,367.057318,370.045448,365.199544,343.823341,297.941698
1999.000000,367.465423,367.294147,367.204537,370.223532,365.349700,343.868780,297.906011
1999.083333,367.617558,367.441367,367.351903,370.401969,365.500083,343.914141,297.870356
1999.166667,367.769874,367.588729,367.499417,370.580758,365.650693,343.959426,297.834732
1999.250000,367.922373,367.736233,367.647077,370.759901,365.801530,344.004633,297.799142
1999.333333,368.075053,367.883879,367.794884,370.939398,365.952595,344.049763,297.763583
1999.416667,368.227916,368.031667,367.942838,371.119251,366.103887,344.094815,297.728057
1999.500000,368.380960,368.179596,368.090938,371.299459,366.255407,344.139791,297.692564
1999.583333,368.534186,368.327667,368.239184,371.480023,366.407155,344.184689,297.657104
1999.666667,368.687593,368.475879,368.387575,371.660945,366.559131,344.229509,297.621676
1999.750000,368.841182,368.624231,368.536112,371.842224,366.711336,344.274253,297.586282
1999.833333,368.994952,368.772724,368.684795,372.023862,366.863769,344.318919,297.550921
1999.916667,369.148904,368.921358,368.833623,372.205859,367.016432,344.363507,297.515593
2000.000000,369.303037,369.070131,368.982596,372.388216,367.169323,344.408019,297.480298
2000.083333,369.457352,369.219045,369.131714,372.570934,367.322444,344.452452,297.445037
2000.166667,369.611847,369.368098,369.280976,372.754013,367.475794,344.496809,297.409810
2000.250000,369.766523,369.517291,369.430383,372.937454,367.629374,344.541088,297.374617
2000.333333,369.921381,369.666623,369.579934,373.121258,367.783184,344.585289,297.339457
2000.416667,370.076419,369.816094,369.729629,373.305425,367.937224,344.629413,297.304331
2000.500000,370.231638,369.965703,369.879468,373.489957,368.091494,344.673460,297.269240
2000.583333,370.387038,370.115452,370.029450,373.674854,368.245995,344.717429,297.234183
2000.666667,370.542619,370.265338,370.179575,373.860116,368.400726,344.761320,297.199160
2000.750000,370.698380,370.415362,370.329844,374.045744,368.555689,344.805134,297.164171
2000.833333,370.854321,370.565525,370.480255,374.231740,368.710882,344.848871,297.129218
2000.916667,371.010443,370.715824,370.630809,374.418104,368.866307,344.892530,297.094299
2001.000000,371.166745,370.866261,370.781506,374.604836,369.021964,344.936111,297.059414
2001.083333,371.323227,371.016836,370.932344,374.791938,369.177852,344.979615,297.024565
2001.166667,371.479889,371.167546,371.083325,374.979409,369.333972,345.023042,296.989751
2001.250000,371.636731,371.318394,371.234447,375.167252,369.490324,345.066391,296.954972
2001.333333,371.793753,371.469378,371.385711,375.355465,369.646909,345.109662,296.920228
2001.416667,371.950955,371.620497,371.537116,375.544051,369.803726,345.152856,296.885520
2001.500000,372.108337,371.771753,371.688662,375.733010,369.960776,345.195972,296.850847
2001.583333,372.265898,371.923144,371.840349,375.922343,370.118059,345.239011,296.816210
2001.666667,372.423638,372.074670,371.992177,376.112050,370.275575,345.281972,296.781608
2001.750000,372.581558,372.226332,372.144145,376.302133,370.433324,345.324856,296.747042
2001.833333,372.739658,372.378128,372.296253,376.492591,370.591307,345.367662,296.712513
2001.916667,372.897936,372.530059,372.448501,376.683426,370.749524,345.410390,296.678019
2002.000000,373.056393,372.682124,372.600889,376.874638,370.907974,345.453041,296.643561
2002.083333,373.215030,372.834323,372.753416,377.066229,371.066659,345.495615,296.609140
2002.166667,373.373845,372.986655,372.906082,377.258198,371.225578,345.538111,296.574755
2002.250000,373.532839,373.139121,373.058887,377.450547,371.384732,345.580529,296.540406
2002.333333,373.692011,373.291721,373.211831,377.643277,371.544120,345.622870,296.506095
2002.416667,373.851362,373.444453,373.364913,377.836388,371.703743,345.665133,296.471819
2002.500000,374.010891,373.597318,373.518133,378.029880,371.863601,345.707319,296.437581
2002.583333,374.170599,373.750315,373.671491,378.223756,372.023695,345.749427,296.403379
2002.666667,374.330485,373.903445,373.824987,378.418014,372.184024,345.791458,296.369215
2002.750000,374.490549,374.056706,373.978621,378.612657,372.344589,345.833411,296.335087
2002.833333,374.650790,374.210099,374.132391,378.807685,372.505390,345.875287,296.300997
2002.916667,374.811210,374.363623,374.286299,379.003099,372.666427,345.917086,296.266944
2003.000000,374.971807,374.517278,374.440343,379.198899,372.827700,345.958807,296.232929
2003.083333,375.132582,374.671064,374.594524,379.395086,372.989210,346.000450,296.198951
2003.166667,375.293534,374.824981,374.748841,379.591661,373.150956,346.042016,296.165010
2003.250000,375.454663,374.979027,374.903293,379.788625,373.312939,346.083505,296.131107
2003.333333,375.615970,375.133204,375.057882,379.985979,373.475160,346.124917,296.097243
2003.416667,375.777453,375.287510,375.212606,380.183723,373.637617,346.166250,296.063416
2003.500000,375.939114,375.441946,375.367465,380.381858,373.800312,346.207507,296.029626
2003.583333,376.100951,375.596510,375.522459,380.580385,373.963245,346.248686,295.995876
2003.666667,376.262965,375.751204,375.677587,380.779304,374.126415,346.289788,295.962163
2003.750000,376.425156,375.906026,375.832850,380.978617,374.289824,346.330813,295.928488
2003.833333,376.587523,376.060976,375.988247,381.178324,374.453470,346.371760,295.894852
2003.916667,376.750066,376.216054,376.143777,381.378426,374.617355,346.412630,295.861254
2004.000000,376.912785,376.371260,376.299442,381.578924,374.781479,346.453423,295.827695
2004.083333,377.075681,376.526593,376.455239,381.779818,374.945841,346.494138,295.794175
2004.166667,377.238752,376.682053,376.611170,381.981110,375.110443,346.534777,295.760693
2004.250000,377.401999,376.837640,376.767233,382.182799,375.275283,346.575338,295.727250
2004.333333,377.565421,376.993354,376.923429,382.384888,375.440363,346.615822,295.693847
2004.416667,377.729019,377.149193,377.079757,382.587376,375.605682,346.656229,295.660482
2004.500000,377.892792,377.305159,377.236217,382.790265,375.771241,346.696558,295.627156
2004.583333,378.056741,377.461250,377.392809,382.993555,375.937040,346.736811,295.593869
2004.666667,378.220864,377.617466,377.549532,383.197247,376.103079,346.776986,295.560622
2004.750000,378.385162,377.773807,377.706386,383.401342,376.269359,346.817085,295.527414
2004.833333,378.549635,377.930273,377.863371,383.605840,376.435879,346.857106,295.494246
2004.916667,378.714282,378.086864,378.020486,383.810743,376.602639,346.897051,295.461117
2005.000000,378.879104,378.243578,378.177732,384.016051,376.769640,346.936918,295.428028
2005.083333,379.044100,378.400416,378.335107,384.221766,376.936882,346.976709,295.394978
2005.166667,379.209270,378.557378,378.492613,384.427887,377.104366,347.016423,295.361968
2005.250000,379.374614,378.714463,378.650247,384.634416,377.272090,347.056059,295.328999
2005.333333,379.540132,378.871670,378.808011,384.841353,377.440057,347.095619,295.296069
2005.416667,379.705824,379.029001,378.965904,385.048699,377.608265,347.135102,295.263179
2005.500000,379.871689,379.186453,379.123925,385.256456,377.776715,347.174509,295.230330
2005.583333,380.037727,379.344027,379.282074,385.464623,377.945407,347.213838,295.197520
2005.666667,380.203938,379.501723,379.440352,385.673202,378.114341,347.253091,295.164751
2005.750000,380.370323,379.659540,379.598757,385.882194,378.283518,347.292267,295.132023
2005.833333,380.536880,379.817479,379.757289,386.091599,378.452937,347.331367,295.099334
2005.916667,380.703610,379.975537,379.915949,386.301418,378.622599,347.370390,295.066687
2006.000000,380.870512,380.133717,380.074735,386.511652,378.792505,347.409336,295.034080
2006.083333,381.037587,380.292016,380.233647,386.722302,378.962653,347.448206,295.001514
2006.166667,381.204834,380.450435,380.392686,386.933368,379.133045,347.486999,294.968988
2006.250000,381.372253,380.608973,380.551851,387.144852,379.303680,347.525716,294.936504
2006.333333,381.539844,380.767630,380.711141,387.356754,379.474559,347.564357,294.904060
2006.416667,381.707606,380.926406,380.870557,387.569075,379.645681,347.602921,294.871657
2006.500000,381.875540,381.085301,381.030098,387.781816,379.817048,347.641408,294.839296
2006.583333,382.043645,381.244313,381.189763,387.994978,379.988659,347.679820,294.806975
2006.666667,382.211922,381.403443,381.349552,388.208562,380.160515,347.718155,294.774696
2006.750000,382.380369,381.562691,381.509466,388.422567,380.332615,347.756414,294.742459
2006.833333,382.548987,381.722056,381.669503,388.636997,380.504959,347.794596,294.710262
2006.916667,382.717776,381.881537,381.829664,388.851850,380.677549,347.832703,294.678107
2007.000000,382.886735,382.041135,381.989948,389.067128,380.850384,347.870733,294.645994
2007.083333,383.055864,382.200849,382.150355,389.282832,381.023464,347.908687,294.613922
2007.166667,383.225164,382.360679,382.310884,389.498962,381.196789,347.946566,294.581892
2007.250000,383.394633,382.520624,382.471536,389.715520,381.370360,347.984368,294.549904
2007.333333,383.564272,382.680684,382.632309,389.932506,381.544177,348.022094,294.517958
2007.416667,383.734081,382.840859,382.793204,390.149921,381.718240,348.059745,294.486053
2007.500000,383.904058,383.001149,382.954220,390.367767,381.892549,348.097320,294.454191
2007.583333,384.074205,383.161552,383.115357,390.586043,382.067104,348.134818,294.422370
2007.666667,384.244521,383.322069,383.276614,390.804751,382.241905,348.172242,294.390592
2007.750000,384.415006,383.482700,383.437992,391.023891,382.416953,348.209589,294.358856
2007.833333,384.585659,383.643443,383.599490,391.243465,382.592248,348.246861,294.327162
2007.916667,384.756481,383.804300,383.761107,391.463473,382.767790,348.284057,294.295510
2008.000000,384.927471,383.965268,383.922844,391.683916,382.943579,348.321178,294.263901
2008.083333,385.098628,384.126349,384.084700,391.904795,383.119616,348.358223,294.232334
2008.166667,385.269954,384.287541,384.246674,392.126111,383.295899,348.395192,294.200810
2008.250000,385.441447,384.448845,384.408767,392.347865,383.472431,348.432086,294.169328
2008.333333,385.613107,384.610259,384.570978,392.570057,383.649210,348.468905,294.137889
2008.416667,385.784935,384.771785,384.733306,392.792688,383.826237,348.505649,294.106492
2008.500000,385.956930,384.933420,384.895752,393.015760,384.003512,348.542317,294.075139
2008.583333,386.129091,385.095165,385.058314,393.239273,384.181036,348.578910,294.043828
2008.666667,386.301419,385.257020,385.220994,393.463229,384.358807,348.615428,294.012560
2008.750000,386.473913,385.418984,385.383789,393.687627,384.536828,348.651871,293.981335
2008.833333,386.646574,385.581057,385.546701,393.912469,384.715097,348.688239,293.950153
2008.916667,386.819400,385.743238,385.709728,394.137755,384.893615,348.724532,293.919014
2009.000000,386.992392,385.905527,385.872871,394.363487,385.072382,348.760750,293.887918
2009.083333,387.165550,386.067925,386.036128,394.589666,385.251399,348.796893,293.856865
2009.166667,387.338873,386.230429,386.199501,394.816292,385.430665,348.832961,293.825856
2009.250000,387.512361,386.393041,386.362987,395.043366,385.610180,348.868955,293.794890
2009.333333,387.686014,386.555759,386.526588,395.270889,385.789945,348.904874,293.763967
2009.416667,387.859831,386.718583,386.690302,395.498862,385.969960,348.940718,293.733087
2009.500000,388.033813,386.881514,386.854129,395.727286,386.150225,348.976488,293.702251
2009.583333,388.207960,387.044550,387.018069,395.956162,386.330740,349.012183,293.671459
2009.666667,388.382270,387.207691,387.182122,396.185490,386.511505,349.047803,293.640710
2009.750000,388.556744,387.370937,387.346287,396.415272,386.692521,349.083350,293.610005
2009.833333,388.731382,387.534287,387.510564,396.645508,386.873788,349.118821,293.579343
2009.916667,388.906183,387.697742,387.674953,396.876200,387.055305,349.154219,293.548725
2010.000000,389.081147,387.861300,387.839452,397.107348,387.237073,349.189542,293.518151
2010.083333,389.256274,388.024961,388.004063,397.338953,387.419093,349.224792,293.487621
2010.166667,389.431563,388.188726,388.168784,397.571016,387.601363,349.259967,293.457135
2010.250000,389.607015,388.352593,388.333615,397.803538,387.783885,349.295068,293.426692
2010.333333,389.782629,388.516562,388.498555,398.036520,387.966659,349.330095,293.396294
2010.416667,389.958406,388.680633,388.663606,398.269963,388.149684,349.365048,293.365939
2010.500000,390.134344,388.844806,388.828765,398.503867,388.332961,349.399927,293.335629
2010.583333,390.310443,389.009080,388.994033,398.738234,388.516490,349.434733,293.305363
2010.666667,390.486704,389.173454,389.159409,398.973065,388.700271,349.469465,293.275141
2010.750000,390.663125,389.337929,389.324893,399.208360,388.884304,349.504123,293.244963
2010.833333,390.839708,389.502503,389.490485,399.444120,389.068590,349.538708,293.214830
2010.916667,391.016451,389.667177,389.656184,399.680347,389.253129,349.573219,293.184740
2011.000000,391.193354,389.831950,389.821989,399.917041,389.437920,349.607656,293.154695
2011.083333,391.370418,389.996822,389.987902,400.154202,389.622964,349.642021,293.124695
2011.166667,391.547641,390.161793,390.153920,400.391833,389.808261,349.676312,293.094739
2011.250000,391.725024,390.326861,390.320044,400.629934,389.993811,349.710529,293.064827
2011.333333,391.902566,390.492027,390.486274,400.868506,390.179615,349.744674,293.034960
2011.416667,392.080267,390.657290,390.652609,401.107550,390.365672,349.778745,293.005138
2011.500000,392.258127,390.822650,390.819048,401.347066,390.551982,349.812744,292.975360
2011.583333,392.436146,390.988107,390.985591,401.587056,390.738546,349.846669,292.945627
2011.666667,392.614323,391.153659,391.152239,401.827521,390.925364,349.880521,292.915939
2011.750000,392.792658,391.319307,391.318990,402.068461,391.112436,349.914301,292.886295
2011.833333,392.971151,391.485051,391.485844,402.309878,391.299763,349.948008,292.856696
2011.916667,393.149802,391.650889,391.652801,402.551772,391.487343,349.981642,292.827142
2012.000000,393.328609,391.816822,391.819860,402.794145,391.675178,350.015204,292.797633
2012.083333,393.507574,391.982848,391.987021,403.036997,391.863268,350.048693,292.768168
2012.166667,393.686696,392.148969,392.154284,403.280329,392.051612,350.082109,292.738749
2012.250000,393.865974,392.315182,392.321648,403.524143,392.240211,350.115453,292.709375
2012.333333,394.045409,392.481489,392.489114,403.768438,392.429065,350.148725,292.680045
2012.416667,394.224999,392.647888,392.656679,404.013217,392.618174,350.181925,292.650761
2012.500000,394.404746,392.814379,392.824345,404.258480,392.807538,350.215052,292.621522
2012.583333,394.584648,392.980961,392.992110,404.504228,392.997158,350.248107,292.592327
2012.666667,394.764705,393.147635,393.159975,404.750462,393.187033,350.281091,292.563178
2012.750000,394.944917,393.314400,393.327939,404.997183,393.377164,350.314002,292.534074
2012.833333,395.125283,393.481255,393.496001,405.244392,393.567550,350.346841,292.505016
2012.916667,395.305805,393.648200,393.664161,405.492090,393.758193,350.379609,292.476002
2013.000000,395.486480,393.815235,393.832420,405.740278,393.949091,350.412305,292.447034
2013.083333,395.667309,393.982358,394.000775,405.988956,394.140246,350.444929,292.418112
2013.166667,395.848292,394.149571,394.169228,406.238127,394.331657,350.477481,292.389234
2013.250000,396.029428,394.316872,394.337777,406.487790,394.523324,350.509962,292.360402
2013.333333,396.210717,394.484261,394.506423,406.737947,394.715248,350.542372,292.331615
2013.416667,396.392159,394.651738,394.675164,406.988599,394.907428,350.574710,292.302874
2013.500000,396.573754,394.819301,394.844001,407.239746,395.099865,350.606978,292.274178
2013.583333,396.755501,394.986952,395.012932,407.491390,395.292560,350.639173,292.245528
2013.666667,396.937399,395.154689,395.181959,407.743532,395.485511,350.671298,292.216923
2013.750000,397.119449,395.322511,395.351079,407.996172,395.678719,350.703352,292.188364
2013.833333,397.301651,395.490419,395.520294,408.249312,395.872185,350.735335,292.159850
2013.916667,397.484004,395.658412,395.689602,408.502953,396.065908,350.767247,292.131382
2014.000000,397.666508,395.826490,395.859002,408.757096,396.259888,350.799088,292.102960
2014.083333,397.849162,395.994652,396.028496,409.011741,396.454126,350.830858,292.074583
2014.166667,398.031966,396.162898,396.198082,409.266889,396.648622,350.862558,292.046252
2014.250000,398.214920,396.331227,396.367759,409.522542,396.843376,350.894187,292.017967
2014.333333,398.398024,396.499639,396.537528,409.778701,397.038388,350.925746,291.989727
