decimal_year,model_2020_ppm,model_2010_ppm,model_2000_ppm,model_1990_ppm,model_1980_ppm,model_1970_ppm,model_1960_ppm
2042.666667,466.768833,455.440894,456.504882,534.065009,478.563301,358.208357,284.964937
2042.750000,466.978863,455.609661,456.678369,534.567477,478.846823,358.221600,284.951140
2042.833333,467.188886,455.778348,456.851785,535.070940,479.130585,358.234806,284.937377
2042.916667,467.398902,455.946953,457.025128,535.575398,479.414584,358.247975,284.923648
2043.000000,467.608910,456.115476,457.198398,536.080853,479.698822,358.261108,284.909954
2043.083333,467.818910,456.283917,457.371595,536.587309,479.983297,358.274204,284.896293
2043.166667,468.028901,456.452275,457.544718,537.094765,480.268009,358.287264,284.882666
2043.250000,468.238882,456.620550,457.717767,537.603226,480.552959,358.300288,284.869073
2043.333333,468.448853,456.788741,457.890742,538.112692,480.838145,358.313275,284.855514
2043.416667,468.658813,456.956849,458.063641,538.623166,481.123569,358.326226,284.841988
2043.500000,468.868763,457.124871,458.236465,539.134649,481.409228,358.339140,284.828497
2043.583333,469.078700,457.292809,458.409212,539.647144,481.695123,358.352019,284.815039
2043.666667,469.288626,457.460662,458.581884,540.160652,481.981255,358.364862,284.801614
2043.750000,469.498538,457.628428,458.754478,540.675176,482.267621,358.377669,284.788223
2043.833333,469.708438,457.796109,458.926996,541.190718,482.554223,358.390440,284.774865
2043.916667,469.918323,457.963703,459.099435,541.707279,482.841059,358.403176,284.761541
2044.000000,470.128194,458.131210,459.271797,542.224861,483.128130,358.415876,284.748250
2044.083333,470.338050,458.298630,459.444080,542.743468,483.415436,358.428541,284.734993
2044.166667,470.547890,458.465962,459.616284,543.263100,483.702975,358.441170,284.721768
2044.250000,470.757715,458.633205,459.788408,543.783760,483.990748,358.453764,284.708577
2044.333333,470.967522,458.800360,459.960453,544.305449,484.278754,358.466322,284.695419
2044.416667,471.177313,458.967426,460.132417,544.828170,484.566994,358.478846,284.682294
2044.500000,471.387086,459.134403,460.304301,545.351925,484.855466,358.491334,284.669202
2044.583333,471.596841,459.301289,460.476103,545.876716,485.144171,358.503788,284.656142
2044.666667,471.806577,459.468086,460.647824,546.402545,485.433108,358.516206,284.643116
2044.750000,472.016293,459.634791,460.819463,546.929413,485.722276,358.528590,284.630122
2044.833333,472.225990,459.801406,460.991019,547.457324,486.011677,358.540939,284.617161
2044.916667,472.435667,459.967929,461.162493,547.986279,486.301308,358.553254,284.604233
2045.000000,472.645322,460.134360,461.333883,548.516279,486.591170,358.565534,284.591337
2045.083333,472.854956,460.300699,461.505189,549.047329,486.881264,358.577779,284.578473
2045.166667,473.064568,460.466945,461.676412,549.579428,487.171587,358.589990,284.565643
2045.250000,473.274158,460.633098,461.847549,550.112579,487.462140,358.602167,284.552844
2045.333333,473.483724,460.799157,462.018602,550.646785,487.752923,358.614310,284.540078
2045.416667,473.693267,460.965123,462.189570,551.182048,488.043936,358.626418,284.527344
2045.500000,473.902785,461.130994,462.360451,551.718369,488.335177,358.638493,284.514643
2045.583333,474.112279,461.296771,462.531247,552.255751,488.626647,358.650533,284.501973
2045.666667,474.321747,461.462452,462.701955,552.794196,488.918346,358.662540,284.489336
2045.750000,474.531190,461.628038,462.872577,553.333705,489.210273,358.674513,284.476730
2045.833333,474.740607,461.793528,463.043111,553.874282,489.502427,358.686452,284.464157
2045.916667,474.949996,461.958922,463.213557,554.415927,489.794809,358.698358,284.451615
2046.000000,475.159358,462.124219,463.383915,554.958644,490.087418,358.710230,284.439106
2046.083333,475.368692,462.289419,463.554185,555.502434,490.380254,358.722068,284.426628
2046.166667,475.577998,462.454522,463.724365,556.047300,490.673316,358.733874,284.414182
2046.250000,475.787275,462.619526,463.894455,556.593243,490.966604,358.745646,284.401767
2046.333333,475.996522,462.784433,464.064456,557.140266,491.260118,358.757385,284.389384
2046.416667,476.205739,462.949240,464.234366,557.688371,491.553858,358.769090,284.377033
2046.500000,476.414925,463.113949,464.404185,558.237560,491.847822,358.780763,284.364713
2046.583333,476.624080,463.278559,464.573914,558.787835,492.142012,358.792403,284.352424
2046.666667,476.833204,463.443068,464.743550,559.339198,492.436426,358.804010,284.340167
2046.750000,477.042295,463.607478,464.913095,559.891652,492.731064,358.815584,284.327941
2046.833333,477.251353,463.771787,465.082547,560.445198,493.025926,358.827125,284.315747
2046.916667,477.460379,463.935994,465.251906,560.999839,493.321011,358.838634,284.303583
2047.000000,477.669370,464.100101,465.421173,561.555577,493.616319,358.850111,284.291451
2047.083333,477.878327,464.264106,465.590345,562.112414,493.911850,358.861554,284.279349
2047.166667,478.087249,464.428009,465.759424,562.670352,494.207603,358.872966,284.267279
2047.250000,478.296135,464.591809,465.928408,563.229394,494.503579,358.884345,284.255239
2047.333333,478.504986,464.755507,466.097297,563.789541,494.799776,358.895692,284.243231
2047.416667,478.713800,464.919101,466.266092,564.350797,495.096194,358.907007,284.231253
2047.500000,478.922577,465.082592,466.434790,564.913162,495.392834,358.918290,284.219306
2047.583333,479.131316,465.245979,466.603393,565.476639,495.689694,358.929541,284.207389
2047.666667,479.340017,465.409261,466.771899,566.041231,495.986774,358.940760,284.195503
2047.750000,479.548680,465.572439,466.940308,566.606939,496.284074,358.951947,284.183648
2047.833333,479.757303,465.735512,467.108621,567.173766,496.581594,358.963103,284.171823
2047.916667,479.965887,465.898479,467.276835,567.741715,496.879333,358.974227,284.160029
2048.000000,480.174431,466.061341,467.444952,568.310786,497.177291,358.985319,284.148265
2048.083333,480.382933,466.224096,467.612970,568.880983,497.475467,358.996380,284.136531
2048.166667,480.591395,466.386745,467.780890,569.452308,497.773861,359.007410,284.124828
2048.250000,480.799814,466.549287,467.948710,570.024762,498.072474,359.018408,284.113154
2048.333333,481.008191,466.711722,468.116431,570.598349,498.371303,359.029375,284.101511
2048.416667,481.216526,466.874049,468.284052,571.173070,498.670350,359.040311,284.089898
2048.500000,481.424817,467.036268,468.451573,571.748928,498.969613,359.051216,284.078315
2048.583333,481.633064,467.198379,468.618993,572.325924,499.269092,359.062089,284.066761
2048.666667,481.841266,467.360381,468.786312,572.904062,499.568788,359.072932,284.055238
2048.750000,482.049424,467.522274,468.953530,573.483343,499.868699,359.083744,284.043745
2048.833333,482.257536,467.684057,469.120646,574.063770,500.168825,359.094526,284.032281
2048.916667,482.465602,467.845731,469.287659,574.645345,500.469165,359.105276,284.020847
2049.000000,482.673621,468.007295,469.454571,575.228070,500.769720,359.115996,284.009442
2049.083333,482.881594,468.168748,469.621379,575.811947,501.070490,359.126686,283.998067
2049.166667,483.089518,468.330091,469.788083,576.396979,501.371473,359.137345,283.986722
2049.250000,483.297395,468.491322,469.954685,576.983168,501.672669,359.147973,283.975406
2049.333333,483.505223,468.652441,470.121182,577.570517,501.974078,359.158572,283.964119
2049.416667,483.713001,468.813449,470.287574,578.159027,502.275699,359.169140,283.952862
2049.500000,483.920730,468.974345,470.453862,578.748701,502.577533,359.179678,283.941634
2049.583333,484.128409,469.135128,470.620045,579.339541,502.879578,359.190186,283.930435
2049.666667,484.336037,469.295798,470.786122,579.931549,503.181834,359.200664,283.919266
2049.750000,484.543614,469.456355,470.952093,580.524729,503.484302,359.211112,283.908125
2049.833333,484.751139,469.616798,471.117958,581.119082,503.786980,359.221530,283.897013
2049.916667,484.958612,469.777127,471.283716,581.714610,504.089868,359.231919,283.885931
2050.000000,485.166032,469.937342,471.449367,582.311316,504.392966,359.242278,283.874877
